,author,date,link,views
We Are Sex Addicts: 6 Distinctly Un-Sexy Realities,"Anonymous, Amanda Mannen",2016-03-06 00:00:00,http://www.cracked.com/personal-experiences-2082-when-sex-drug-6-ugly-realities-sex-addiction.html,1126828
The 14 Saddest Ways Retired Celebrities 'Spend' Their Time,CRACKED Readers,2016-03-06 00:00:00,http://www.cracked.com/photoplasty_1976_the-14-saddest-ways-retired-celebrities-spend-their-time/,97083
5 Mind-Blowing Loopholes You Had No Idea Existed,Kathy Benjamin,2016-03-06 00:00:00,http://www.cracked.com/article_23730_5-awesome-loopholes-you-wont-believe-are-legal.html,1895375
The 5 Dumbest Space Travel Conspiracy Theories (Are True),Sergei Korolev,2016-03-06 00:00:00,http://www.cracked.com/article_23530_5-conspiracy-theories-about-space-travel-that-are-true.html,518692
My Brief Time As Donald Trump's Campaign Manager,Daniel O'Brien,2016-03-06 00:00:00,http://www.cracked.com/blog/what-i-learned-accidentally-managing-trumps-campaign/,378714
5 Campaign Store Items (And What They Say About Candidates),Luis Prada,2016-03-07 00:00:00,http://www.cracked.com/blog/5-campaign-store-items-and-what-they-say-about-candidates/,165229
How One Woman Escaped Her Horrible Teen Rehab Camp,"Robert Evans, Jack O'Brien",2016-03-07 00:00:00,http://www.cracked.com/podcast/my-mom-sent-me-to-teen-rehab-camp-to-be-abused,0
7 Celebrities Who Everyone Forgets Did Horrifying Things,Bernie Seixas,2016-03-07 00:00:00,http://www.cracked.com/article_23562_7-beloved-celebrities-awful-stuff-we-forgot-they-did.html,1644082
You Might Have One & Not Know It: 6 Realities Of Aneurysms,"Cezary Jan Strusiewicz, Anonymous",2016-03-07 00:00:00,http://www.cracked.com/personal-experiences-2190-i-have-aneurysm-that-might-blow-any-second-6-realities.html,358171
16 Celebrity Underdog Stories (You've Never Heard About),CRACKED Readers,2016-03-07 00:00:00,http://www.cracked.com/photoplasty_1978_16-celebrity-underdog-stories-youve-never-heard-about/,203875
10 Movies That Will Never Get A Special Criterion Edition,Randall Maynard,2016-03-08 00:00:00,http://www.cracked.com/blog/10-movies-that-will-never-get-special-criterion-edition/,27204
6 WTF Reasons Websites Go From Being Awesome To Terrible,Mark Hill,2016-03-08 00:00:00,http://www.cracked.com/article_23654_6-hidden-reasons-why-every-website-eventually-sucks.html,473163
6 New (Simple) Rules That Will Make Facebook Not Suck,J.F. Sargent,2016-03-08 00:00:00,http://www.cracked.com/blog/6-new-simple-rules-that-will-make-facebook-not-suck/,157570
Suicide Headaches: 5 Realities Of The Worst Thing Ever,"Anonymous, Carolyn Burke",2016-03-08 00:00:00,http://www.cracked.com/personal-experiences-2122-suicide-headaches-5-realities-worst-thing-ever.html,542031
6 Successful Celebrities (Who Sucked At Everything Else),"Xavier Jackson, Lizzie Butler",2016-03-08 00:00:00,http://www.cracked.com/article_23578_6-successful-celebrities-who-sucked-at-everything-else.html,662784
4 Reasons You Can't Judge People By Their Appearance,Winston Rowntree,2016-03-08 00:00:00,http://www.cracked.com/blog/4-reasons-judging-based-appearances-never-works/,441458
The 15 Most Insane Things Happening Right Now (3/8),"Ted E., T. S. Obiech, Scott Laffey",2016-03-08 00:00:00,http://www.cracked.com/article_23754_the-15-most-insane-things-happening-right-now-38.html,1350641
6 Awesome Lessons Teaching Troubled Teens Teaches You,"Cezary Jan Strusiewicz, Anonymous",2016-03-09 00:00:00,http://www.cracked.com/personal-experiences-2154-i-teach-troubled-kids-in-group-home-6-realities.html,333038
7 WTF Ways Seemingly Innocent Companies Screw Their Workers,Michael Hossey,2016-03-09 00:00:00,http://www.cracked.com/article_23704_7-popular-industries-that-treat-employees-like-garbage.html,956980
6 Hilarious (But Accurate) Statistics About Pop Culture,"Jacopo della Quercia , Ivan Farkas, J.N. Nelson",2016-03-09 00:00:00,http://www.cracked.com/article_23648_6-pop-culture-statistics-you-dont-realize-you-want-to-know.html,931485
22 Horrifying Sides Of The Modern World You've Never Seen,CRACKED Readers,2016-03-09 00:00:00,http://www.cracked.com/photoplasty_1980_22-disgusting-unseen-downsides-to-your-everyday-life/,240969
Why Donald Trump Doesn't Tell It Like It Is,Felix Clay,2016-03-09 00:00:00,http://www.cracked.com/blog/why-you-should-enjoy-trump-but-shouldnt-vote-him/,149508
5 Alright Bands That Are One Tiny Change Away From Greatness,Adam Tod Brown,2016-03-10 00:00:00,http://www.cracked.com/blog/5-tiny-changes-that-would-make-good-bands-great/,334435
Miley Cyrus's Current Mood Is A Photoshop I Did 7 Years Ago,Cody Johnston,2016-03-10 00:00:00,http://www.cracked.com/blog/miley-cyruss-current-mood-photoshop-i-did-7-years-ago/,142216
6 Myths About The US Constitution Too Many People Believe,"Jacopo della Quercia , Abraham Mireles",2016-03-10 00:00:00,http://www.cracked.com/article_23646_6-things-you-assume-are-in-us-constitution-but-arent.html,771963
7 Celebrity Fakers You Won't Believe Fooled The World,JM McNab,2016-03-10 00:00:00,http://www.cracked.com/article_23748_7-ridiculous-celebrity-imposters-that-fooled-everyone.html,454213
5 Hilarious Ways Women Got Revenge On Creepy Guys,Patrick Coyne,2016-03-11 00:00:00,http://www.cracked.com/article_23628_5-hilarious-ways-women-got-revenge-creepy-guys.html,1574887
6 Special Effects Flaws You Never Noticed (And Can't Unsee),Mark Hill,2016-03-11 00:00:00,http://www.cracked.com/article_23750_6-hilarious-special-effects-flaws-you-cant-unsee.html,1900962
14 Ideas 'The Walking Dead' Should Have Used Years Ago,CRACKED Readers,2016-03-11 00:00:00,http://www.cracked.com/photoplasty_1986_14-easy-fixes-to-make-the-walking-dead-great-again/,79976
The Hoax You Didn't Realize Dominated The 80s,Luis Prada,2016-03-11 00:00:00,http://www.cracked.com/blog/postcards-dying-boys-hoax-that-became-real/,184452
The 21 Biggest Dick Moves By Fictional 'Good Guys',CRACKED Readers,2016-03-12 00:00:00,http://www.cracked.com/photoplasty_1988_21-fictional-good-guys-who-were-actually-horrible-people/,187809
10 Cracked Social Media Posts That Crushed It This Week-3/12,Cracked Writers,2016-03-12 00:00:00,http://www.cracked.com/article_19835_10-cracked-social-media-posts-that-crushed-it-this-week-312.html,110188
6 Horrifying Ways They Used To Treat Basic Medical Issues,"Ernie Yap, Talia Akoh-Arrey",2016-03-12 00:00:00,http://www.cracked.com/article_23620_6-horrifying-ways-they-used-to-treat-basic-medical-issues.html,842356
10 Hidden Comedy Gems On YouTube That Deserve To Go Viral,John Cheese,2016-03-12 00:00:00,http://www.cracked.com/blog/10-works-comedy-genius-hiding-youtube/,265126
8 Patents That Prove Inventors Don't Understand Condoms,Luke McKinney,2016-03-13 00:00:00,http://www.cracked.com/blog/8-hilariously-bad-attempts-by-inventors-to-improve-condoms/,476546
6 Realities Of Life When Your Fetish Is EXTREMELY Weird,"Amanda Mannen, Anonymous",2016-03-13 00:00:00,http://www.cracked.com/personal-experiences-2102-i-burn-myself-to-get-off-6-realities-extreme-fetishists.html,917298
6 Gaming Easter Eggs That Taunted The People Who Found Them,Pedro Lopez,2016-03-13 00:00:00,http://www.cracked.com/article_23598_6-incredible-gaming-achievements-with-stupid-rewards.html,961905
6 Real Life Events That Were Scarier Than Any Horror Movie,Jim Avery,2016-03-13 00:00:00,http://www.cracked.com/article_23756_6-people-whose-lives-became-full-blown-horror-movies.html,638768
"16 Real News Stories, Adjusted By Us For Insanity (3/13)",CRACKED Readers,2016-03-13 00:00:00,http://www.cracked.com/photoplasty_1990_this-weeks-news-with-no-bull242321t-filter-313/,75453
5 Realities Of Being A Mixed-Race Child When That's Illegal,"Anonymous, Evan V. Symon",2016-03-14 00:00:00,http://www.cracked.com/personal-experiences-2198-my-existence-was-illegal-mixed-race-life-under-apartheid.html,339450
5 Bizarre Ways To Get Drunk That Shouldn't Work (But Do),Pauli Poisuo,2016-03-14 00:00:00,http://www.cracked.com/blog/5-weirdest-ways-to-get-drunk-according-to-science/,319197
20 Completely Impossible Coincidences (That Really Happened),CRACKED Readers,2016-03-14 00:00:00,http://www.cracked.com/photoplasty_1992_the-20-most-improbable-things-that-ever-happened/,150888
Why Cats And Dogs Are Way More Interesting Than You Think,"Carmen Angelica, Alex Schmidt, Daniel O'Brien, Cody Johnston, Jack O'Brien",2016-03-14 00:00:00,http://www.cracked.com/podcast/we-finally-solved-dog-vs.-cat-debate,0
5 Real People Screwed By 'True-Story' Movies Based On Them,"Orrin R. K., Raoni Lacerda",2016-03-14 00:00:00,http://www.cracked.com/article_23622_5-real-people-screwed-by-true-story-movies-based-them.html,1288206
People Donated Money To Kanye West: 7 Things They Don't Get,Chris Bucholz,2016-03-15 00:00:00,http://www.cracked.com/blog/7-types-people-who-gave-money-to-kanye/,286873
I'm In History Books And I'm Only 28: 5 Weird Realities,"Amanda Mannen, Alice Kirkman",2016-03-15 00:00:00,http://www.cracked.com/personal-experiences-2126-i-was-one-first-test-tube-babies-5-realities.html,939389
The 16 Most Insane Things Happening Right Now (3/15),"Ted E., T. S. Obiech, Scott Laffey",2016-03-15 00:00:00,http://www.cracked.com/article_23788_the-16-most-insane-things-happening-right-now-315.html,1125900
6 Famous Places That A-Holes Have Made Intolerable To Visit,Adam Wears,2016-03-15 00:00:00,http://www.cracked.com/article_23656_6-famous-tourist-spots-that-are-catnip-assholes.html,704512
Why Michael Keaton Doesn't Realize 'Birdman' Is About Him,Adam Tod Brown,2016-03-15 00:00:00,http://www.cracked.com/blog/why-michael-keaton-doesnt-realize-birdman-about-him/,121460
5 Tricks You Learn Finding Background Locations For Movies,"Evan V. Symon , Alex Gianopoulos",2016-03-15 00:00:00,http://www.cracked.com/personal-experiences-1988-im-location-scout-breaking-bad-better-call-saul.html,488658
5 Personal Secrets Filmmakers Revealed In Their Movies,Tara Marie,2016-03-16 00:00:00,http://www.cracked.com/article_23606_5-awful-personal-secrets-filmmakers-revealed-in-their-movies.html,755885
Hunting Bigfoot: 4 Things You Learn Chasing Fiction,Felix Clay,2016-03-16 00:00:00,http://www.cracked.com/blog/i-spent-day-in-subzero-weather-stupidly-hunting-bigfoot/,144336
I Was Burned Alive By An Angry Mob: Here's My Story,"Cezary Jan Strusiewicz, Anonymous",2016-03-16 00:00:00,http://www.cracked.com/personal-experiences-2012-i-was-burned-alive-by-angry-mob-5-things-i-experienced.html,411621
26 Side By Side Comparisons That Fix Your Image Of History,CRACKED Readers,2016-03-16 00:00:00,http://www.cracked.com/photoplasty_1994_how-you-picture-history-vs-reality-side-by-side/,302128
5 Terrible Tragedies Exploited By Cash-Obsessed A-Holes,Amanda Mannen,2016-03-16 00:00:00,http://www.cracked.com/article_23786_5-terrible-tragedies-exploited-by-cash-obsessed-a-holes.html,349603
25 Absurd Early Roles Celebrities Don't Want You To See,CRACKED Readers,2016-03-17 00:00:00,http://www.cracked.com/photoplasty_1996_25-shameful-commercials-celebrities-dont-want-you-to-see/,208018
I Discovered My Company Was Evil During A Routine Audit,"Cezary Jan Strusiewicz, Anonymous",2016-03-17 00:00:00,http://www.cracked.com/personal-experiences-2200-4-things-i-learned-discovering-my-bosses-bribed-dictator.html,367507
5 Awful Public Reactions You See After Every Tragedy,Mark Hill,2016-03-17 00:00:00,http://www.cracked.com/blog/5-terrible-responses-you-see-after-every-national-tragedy/,232055
7 Movies That Are Secretly Sequels To Other Famous Films,David Christopher Bell,2016-03-17 00:00:00,http://www.cracked.com/blog/7-classic-movies-that-totally-belong-in-other-franchises/,542001
So You've Lost Control Of Your Body To Parasites,Chris Bucholz,2016-03-17 00:00:00,http://www.cracked.com/blog/so-youve-lost-control-your-body-to-parasites/,78895
7 Movies That Made You Ignore That Their Plots Make No Sense,David Christopher Bell,2016-03-18 00:00:00,http://www.cracked.com/blog/7-dumb-movie-plot-holes-that-were-rescued-by-editing/,524604
5 Stories You Got Outraged About (Went Back To Being Awful),Adam Tod Brown,2016-03-18 00:00:00,http://www.cracked.com/blog/5-reasons-collective-internet-outrage-pointless/,313163
6 Powerful Groups You Didn't Know Have Post-Apocalypse Plans,Cedric Voets,2016-03-18 00:00:00,http://www.cracked.com/article_23758_6-secret-ways-famous-organizations-are-prepping-doomsday.html,614354
16 Hilarious Election Reforms Our Country Needs Right Now,CRACKED Readers,2016-03-18 00:00:00,http://www.cracked.com/photoplasty_1998_16-hilarious-ways-to-fix-election-process/,62720
21 Horrifying Origin Stories Of Famous Characters,CRACKED Readers,2016-03-19 00:00:00,http://www.cracked.com/photoplasty_2008_21-unnecessarily-bizarre-origin-stories-famous-characters/,170418
6 Dark Sides Of Canada That No One Ever Talks About,Felix Clay,2016-03-19 00:00:00,http://www.cracked.com/blog/6-darksides-canada-that-no-one-ever-talks-about/,500620
Your Favorite Cracked Social Media Posts This Week - 3/19,Cracked Writers,2016-03-19 00:00:00,http://www.cracked.com/article_23814_10-cracked-posts-everyone-went-nuts-over-last-week-319.html,66724
5 WTF Facts You Didn't Know About WWI,Bryan Johnson,2016-03-19 00:00:00,http://www.cracked.com/article_23616_weaponized-avalanches-5-insane-details-from-wwi.html,809653
6 Ways 'Frozen' Teaches You What Depression Is Like,Isaac Cabe,2016-03-20 00:00:00,http://www.cracked.com/blog/let-it-go-suicide-note-6-ways-frozen-super-dark/,214052
15 Movies That'd Be Better From The Villain's Perspective,CRACKED Readers,2016-03-20 00:00:00,http://www.cracked.com/photoplasty_2000_15-movies-from-villains-point-view/,110700
5 Ways People Ruined Loved Ones' Lives After Dying,Jim Avery,2016-03-20 00:00:00,http://www.cracked.com/article_23790_5-creepy-ways-to-haunt-your-loved-ones-after-you-die.html,414003
5 Ways Porn Is Bizarrely Racist Behind The Scenes,"Cezary Jan Strusiewicz, Dr. Mireille Miller-Young",2016-03-20 00:00:00,http://www.cracked.com/personal-experiences-2208-going-black-hurts-your-career-5-examples-racism-in-porn.html,1969592
6 Insane Examples Of Modern Propaganda By Major Countries,Blair Dodge,2016-03-20 00:00:00,http://www.cracked.com/article_23784_6-hilarious-modern-attempts-at-government-propaganda.html,523812
Children's TV Shows With Horrifying Implications,"Jack O'Brien, Daniel O'Brien, Soren Bowie",2016-03-21 00:00:00,http://www.cracked.com/podcast/childrens-tv-shows-with-horrifying-implications,0
5 Classic Movies That Have Become Horrifying With Age,Sari Cohen,2016-03-21 00:00:00,http://www.cracked.com/article_23600_5-classic-movies-that-have-become-horrifying-with-age.html,2307169
I'm Paid To Mourn At Funerals (And It's A Growing Industry),"Anonymous, Evan V. Symon",2016-03-21 00:00:00,http://www.cracked.com/personal-experiences-1994-i-am-professional-mourner-6-realities-my-job.html,342359
6 Surprising Things I Learned Talking To Trump Supporters,Robert Evans,2016-03-21 00:00:00,http://www.cracked.com/blog/undercover-at-trump-rally-6-surprising-things-i-learned/,377373
19 Brain Hacks That Can Make You Better At Everyday Life,CRACKED Readers,2016-03-21 00:00:00,http://www.cracked.com/photoplasty_2002_19-ways-to-maximize-your-brains-potential/,159250
5 Origin Stories Of Famous Music That Are Shockingly Creepy,Patrick Coyne,2016-03-22 00:00:00,http://www.cracked.com/article_23644_5-reasons-music-industry-even-shadier-than-you-think.html,1047513
7 Fixes That Would Make Classic Franchises Bearable Again,David Christopher Bell,2016-03-22 00:00:00,http://www.cracked.com/blog/7-fixes-that-would-make-classic-franchises-bearable-again/,494184
16 Steps To Destroy Your Day With Facebook Customer Support,Aaron Kheifets,2016-03-22 00:00:00,http://www.cracked.com/blog/16-steps-to-destroy-your-day-with-facebook-customer-support/,86246
5 (Statistically BS) Complaints About Social Justice Issues,J.F. Sargent,2016-03-22 00:00:00,http://www.cracked.com/blog/5-ways-oversensitive-people-are-ruining-america/,435042
10 Simple Facts To Make You Feel Better About This Election,David Wong,2016-03-22 00:00:00,http://www.cracked.com/blog/10-things-politicians-hope-you-forget-every-election-year/,445911
The 13 Most Insane Things Happening Right Now (3/22),"T. S. Obiech, Scott Laffey",2016-03-22 00:00:00,http://www.cracked.com/article_23820_the-13-most-insane-things-happening-right-now-322.html,679523
5 Reasons It's Difficult To Explain Racism To Casual Racists,Christina H,2016-03-23 00:00:00,http://www.cracked.com/blog/5-reasons-you-cant-convince-anyone-that-theyre-racist/,432253
I Was Kidnapped: 5 Things The Movies Don't Show You,"Cezary Jan Strusiewicz, Nicole Kauffman",2016-03-23 00:00:00,http://www.cracked.com/personal-experiences-2176-5-realities-being-kidnapped-the-movies-dont-show.html,562664
Famous Books With Filthy Sex Scenes (That Were Unfilmable),Scott Elizabeth Baird,2016-03-23 00:00:00,http://www.cracked.com/article_23650_5-famous-books-with-sex-scenes-way-too-intense-movies.html,1760196
6 Famous Companies That Went Totally Insane When Criticized,Kathy Benjamin,2016-03-23 00:00:00,http://www.cracked.com/article_23812_6-insane-ways-companies-have-tried-to-deal-with-bad-press.html,648324
17 Tiny Movie Details You Won't Believe Took Insane Work,CRACKED Readers,2016-03-23 00:00:00,http://www.cracked.com/photoplasty_2004_17-movies-that-obsessed-over-details-you-never-even-noticed/,143876
6 Surprising Talents Celebrities Are Hiding From The World,Isaac Cabe,2016-03-24 00:00:00,http://www.cracked.com/article_23818_6-famous-celebrities-with-bizarre-hidden-talents.html,734418
5 Modern Events That Actually Already Happened In The '80s,Adam Tod Brown,2016-03-24 00:00:00,http://www.cracked.com/blog/5-strange-ways-present-day-society-mirrors-1980s/,244064
5 Famous Charity Songs That Were Insanely Harmful,Scott Elizabeth Baird,2016-03-24 00:00:00,http://www.cracked.com/article_23626_5-times-music-industry-charity-hurt-more-than-it-helped.html,1470391
The Pros And Cons Of Attending 9 Fictional Colleges,Felix Clay,2016-03-24 00:00:00,http://www.cracked.com/blog/9-classic-fictional-colleges-ranked-awesomeness/,153257
18 Otherwise Fantastic Movies With Glaringly Stupid Moments,CRACKED Readers,2016-03-24 00:00:00,http://www.cracked.com/photoplasty_2006_18-bizarre-moments-from-otherwise-great-movies/,142887
10 Sex Illustrations You Won't Believe Are On Wikipedia,Luke McKinney,2016-03-25 00:00:00,http://www.cracked.com/blog/10-sex-techniques-explained-terribly-wikipedia/,3548963
7 Characters Clearly Designed For (Different) Famous Actors,JM McNab,2016-03-25 00:00:00,http://www.cracked.com/article_23816_7-casting-choices-that-wouldve-changed-famous-movies.html,2344414
6 Things Only A Sewage Treatment Plant Knows About Your Town,"Anonymous, Ryan Menezes",2016-03-25 00:00:00,http://www.cracked.com/personal-experiences-2132-poop-worth-more-than-gold-realities-sewage-treatment.html,495396
15 Outrageously Simple Ways To Fix The Video Game Industry,CRACKED Readers,2016-03-25 00:00:00,http://www.cracked.com/photoplasty_2010_15-innovations-video-game-industry-desperately-needs/,69052
10 Cracked Posts You Deemed Awesome Last Week - 3/26,Cracked Writers,2016-03-26 00:00:00,http://www.cracked.com/article_21398_10-cracked-posts-everyone-went-nuts-over-last-week-326.html,96245
22 Heinous Crimes Committed By Batman And Superman,CRACKED Readers,2016-03-26 00:00:00,http://www.cracked.com/photoplasty_2020_22-heinous-crimes-committed-by-batman-superman/,64130
Trolling Done Right: 5 Ways To Ruin Video Games For Fun,John Cheese,2016-03-26 00:00:00,http://www.cracked.com/blog/5-things-every-video-game-troll-needs-to-learn-demonstrated/,300671
We Draw Furry Porn: 6 Things We've Learned On The Job,"Mark Hill, Anonymous",2016-03-26 00:00:00,http://www.cracked.com/personal-experiences-2060-were-professional-furry-porn-artists-6-on-the-job-lessons.html,794333
5 Things I Learned As A Child Star Of The Worst Movie Ever,"Mark Hill, Jackey Jones",2016-03-27 00:00:00,http://www.cracked.com/personal-experiences-2150-5-things-i-learned-as-child-star-worst-movie-ever.html,613104
5 Reasons I Homeschool My Kids (By A Surprisingly Sane Mom),Kristi Harrison,2016-03-27 00:00:00,http://www.cracked.com/blog/6-reasons-homeschooling-isnt-just-religious-families/,295219
14 Times Famous Characters Wasted A Perfect Joke Setup,CRACKED Readers,2016-03-27 00:00:00,http://www.cracked.com/photoplasty_2012_18-times-famous-characters-wasted-perfect-joke-setup/,48527
5 Real People Who Accidentally Hatched Supervillain Plots,Britni Patterson,2016-03-27 00:00:00,http://www.cracked.com/article_23678_5-real-people-who-accidentally-hatched-super-villain-plots.html,435402
6 Creepy Warnings From History (Are Totally Coming True),Jason Iannone,2016-03-27 00:00:00,http://www.cracked.com/article_23824_6-terrifying-predictions-from-past-that-came-true.html,1281434
15 Things You Didn't (Want To) Know About Human Psychology,CRACKED Readers,2016-03-28 00:00:00,http://www.cracked.com/photoplasty_2014_the-15-most-terrifying-ways-our-brains-are-messing-with-us/,78592
The 6 Dumbest Things To Ever Save Important Lives,Nate Yungman,2016-03-28 00:00:00,http://www.cracked.com/article_23604_6-celebrities-whose-lives-were-saved-by-absurd-luck.html,553717
America's Secret Caste System,"Jack O'Brien, David Wong",2016-03-28 00:00:00,http://www.cracked.com/podcast/americas-secret-caste-system,0
6 Species That Make Humanity Look Primitive By Comparison,Ian Carey,2016-03-28 00:00:00,http://www.cracked.com/blog/6-animals-who-think-theyre-better-than-us/,287820
My Disease Is Shown (Inaccurately) In Every Medical Drama,"Anonymous, Amanda Mannen",2016-03-28 00:00:00,http://www.cracked.com/personal-experiences-2100-i-injected-myself-with-poop-to-get-sick-5-realities.html,510472
The 5 Most Well-Hidden Video Game Easter Eggs Ever,Ed Stevens,2016-03-29 00:00:00,http://www.cracked.com/article_23738_the-5-most-well-hidden-video-game-easter-eggs-ever.html,643299
Going Deep Undercover In A Right Wing Militia Ruined My Life,"Robert Evans, Anonymous",2016-03-29 00:00:00,http://www.cracked.com/personal-experiences-2214-6-things-i-learned-infiltrating-militia-fbi.html,515556
The 5 Most Clearly Staged Reality Shows In TV History,Pauli Poisuo,2016-03-29 00:00:00,http://www.cracked.com/blog/5-most-clearly-staged-reality-shows-in-tv-history/,553988
GoPro Is Failing And Only 'Adult' Content Can Save It,Luis Prada,2016-03-29 00:00:00,http://www.cracked.com/blog/gopro-failing-only-porn-can-save-it/,107049
The 5 Most Entertaining Dick Moves Of The Election (So Far),Carolyn Burke,2016-03-29 00:00:00,http://www.cracked.com/article_23826_5-boring-election-campaigns-saved-by-hilarious-people.html,418693
The 15 Most Insane Things Happening Right Now (3/29),"T. S. Obiech, Scott Laffey",2016-03-29 00:00:00,http://www.cracked.com/article_23832_the-15-most-insane-things-happening-right-now-329.html,1291197
The 6 Biggest Lies Used To Start Horrifying Wars,Dustin Milton West,2016-03-30 00:00:00,http://www.cracked.com/article_23640_the-6-biggest-lies-used-to-start-horrifying-wars.html,707797
If The 10 Commandments Were Written For A Modern Audience,Chris Bucholz,2016-03-30 00:00:00,http://www.cracked.com/blog/if-10-commandments-were-updated-modern-times/,164155
I Clean Roadkill Off Your Highways: 5 Weird Realities,"Evan V. Symon , Anonymous",2016-03-30 00:00:00,http://www.cracked.com/personal-experiences-2218-janitors-highway-5-lessons-if-roadkill-scraper.html,422858
6 Children's Stories That Other Countries Turned Insane,JM McNab,2016-03-30 00:00:00,http://www.cracked.com/article_22840_6-childrens-stories-that-other-countries-turned-insane.html,361975
20 Mind-Blowing Facts About Famous Movie Locations,CRACKED Readers,2016-03-30 00:00:00,http://www.cracked.com/photoplasty_2016_you-can-visit-tatooine-20-wild-facts-about-movie-locations/,19901
The 6 Most Inexcusable Director Cameos In Their Own Movies,Chris Radomile,2016-03-31 00:00:00,http://www.cracked.com/article_23830_6-director-cameos-that-nearly-ruined-their-movies.html,593794
4 Things You Should Know About Katt Williams' Breakdown,Kathy Benjamin,2016-03-31 00:00:00,http://www.cracked.com/blog/katt-williams-having-craziest-meltdown-ever-again/,351039
17 Amazing Animal Predators Straight From Your Nightmares,CRACKED Readers,2016-03-31 00:00:00,http://www.cracked.com/photoplasty_2018_the-17-most-bizarre-predators-earth-in-action/,19329
5 Famous Characters Who Died Horrible Off Screen Deaths,Markos Hasiotis,2016-03-31 00:00:00,http://www.cracked.com/article_23766_5-famous-characters-you-didnt-know-died-stupid-deaths.html,2423772
A Look At Our Future: 5 Nations Who Elected Their Trump,Adam Tod Brown,2016-03-31 00:00:00,http://www.cracked.com/blog/5-countries-that-elected-their-own-trump-long-time-ago/,389249
15 Game-Changers That Would Save Modern Dating,CRACKED Readers,2016-04-03 00:00:00,http://www.cracked.com/photoplasty_2026_15-game-changers-that-would-save-modern-dating/,42195
4 Ways Elections Are Even More Corrupt Than You Think,Nick Brown,2016-04-04 00:00:00,http://www.cracked.com/blog/4-ways-elections-are-even-more-corrupt-than-you-think/,173272
18 Historical Figures You Didn't Know Had Mental Illnesses,"Jack O'Brien, Robert Evans",2016-04-04 00:00:00,http://www.cracked.com/podcast/famous-historical-figures-who-were-probably-mentally-ill,0
22 Amazing Ways Humans Have Changed In Recent History,CRACKED Readers,2016-04-04 00:00:00,http://www.cracked.com/photoplasty_2028_our-brains-are-shrinking-22-ways-human-race-changing/,95578
8 Unsolved Crimes That Were Clearly Committed By Satan,Zachary Frey,2016-04-04 00:00:00,http://www.cracked.com/article_23800_the-8-most-elaborate-crimes-that-were-never-solved.html,898534
6 Things You Learn Writing Blockbuster Video Games,"Mark Hill, Walt Williams & Jeffrey Yohalem",2016-04-04 00:00:00,http://www.cracked.com/personal-experiences-2172-no-trans-characters-6-realities-writing-video-games.html,672183
The 14 Most Insane Things Happening Right Now (4/5),"T. S. Obiech, Scott Laffey",2016-04-05 00:00:00,http://www.cracked.com/article_23848_the-14-most-insane-things-happening-right-now-45.html,1666021
7 Famous Characters Whose Iconic Design Was A Total Mistake,"B.T. Doran, Rahul Naam To Sunna Hoga",2016-04-05 00:00:00,http://www.cracked.com/article_23670_the-dumb-stories-behind-7-iconic-characters.html,1051682
8 Oddly Specific Trends That Will Change Movies Forever,David Christopher Bell,2016-04-05 00:00:00,http://www.cracked.com/blog/8-oddly-specific-trends-that-will-change-movies-forever/,335260
5 Obvious Marketing Lies We're All Weirdly Cool With,J.F. Sargent,2016-04-05 00:00:00,http://www.cracked.com/blog/5-obvious-marketing-lies-were-all-weirdly-cool-with/,427219
6 Covers By Musicians Who Didn't Understand The Original,Jason Iannone,2016-04-05 00:00:00,http://www.cracked.com/blog/the-6-most-ill-advised-cover-songs-all-time/,546793
I Hadn't Gone Through Puberty In My 20s: 6 Hellish Realities,"Anonymous, Evan V. Symon",2016-04-05 00:00:00,http://www.cracked.com/personal-experiences-1852-6-awful-ways-life-changes-when-you-never-go-through-puberty.html,874194
Why Batman v. Superman Is The Most Cynical Movie Ever,J.F. Sargent,2016-04-06 00:00:00,http://www.cracked.com/blog/the-creepy-message-hiding-in-batman-v.-superman/,284924
5 Evil Species Of Flies You Don't (Want To) Know Exist,Jonathan Wojcik,2016-04-06 00:00:00,http://www.cracked.com/article_23702_flies-that-are-way-way-too-much-like-xenomorphs.html,458868
7 Surprisingly Blatant Ways Popular Companies Screw You Over,Adam Wears,2016-04-06 00:00:00,http://www.cracked.com/article_23846_7-internet-services-that-are-screwing-over-devoted-users.html,568316
5 Overlapping Fictional Universes You Won't Believe Exist,"Adrick Tolliver, Tara Marie",2016-04-06 00:00:00,http://www.cracked.com/article_23694_pop-culture-crossovers-that-happened-right-under-your-nose.html,612355
31 Design Tricks Behind Famous Video Games (You Can't Unsee),CRACKED Readers,2016-04-06 00:00:00,http://www.cracked.com/photoplasty_2030_31-astonishing-tricks-used-to-make-video-games-come-to-life/,264424
6 Adaptations That Fixed The Book (According To The Author),"Cathal McGuigan, Tara Marie",2016-04-07 00:00:00,http://www.cracked.com/article_23672_6-authors-who-prefer-adaptations-over-their-own-books.html,603939
5 Awesome Products That Seem Horrible Thanks To Their Ads,Aaron Kheifets,2016-04-07 00:00:00,http://www.cracked.com/blog/5-commercials-that-completely-ruin-thing-theyre-selling/,251180
14 Lessons From The Fur Catalog That Follows Me On Instagram,Anna Drezen,2016-04-07 00:00:00,http://www.cracked.com/blog/14-important-life-instructions-from-russian-fur-catalog/,121676
